Product_ID,Product_Name,Category,Date,Units_Sold,Price_Per_Unit,Revenue
BA_25775,Car Seat,Baby Gear,2024-12-04,1,3419.305882068618,3419.31
BA_69687,Car Seat,Baby Gear,2024-12-05,3,2313.549129034287,6940.65
BA_28965,Jeep,Battery Operated,2025-05-03,8,2780.2634710463167,22242.11
BA_48624,Walker,Baby Gear,2024-06-20,3,1400.22011261017,4200.66
BA_38491,Car,Battery Operated,2024-08-09,4,2599.2673369862273,10397.07
BA_78399,Car Seat,Baby Gear,2024-07-04,8,2160.748278236636,17285.99
BA_94352,Car,Battery Operated,2024-08-10,2,4469.107139711039,8938.21
TO_48558,Ride-on,Toys,2024-10-21,7,1737.068819457513,12159.48
TO_69309,Ride-on,Toys,2024-06-17,3,3915.160064972392,11745.48
BA_26359,Car,Battery Operated,2025-04-01,8,2051.9951496363474,16415.96
BA_34909,Safety Gate,Baby Safety,2025-02-15,10,1649.9850514889085,16499.85
BA_26231,Jeep,Battery Operated,2024-12-14,5,4359.253696163774,21796.27
TO_96664,Ride-on,Toys,2024-05-17,3,4388.739358129905,13166.22
BA_29524,Car,Battery Operated,2024-09-04,2,967.4013067720686,1934.8
BA_73665,Car,Battery Operated,2025-04-19,9,1365.248159313663,12287.23
TO_12510,Ride-on,Toys,2025-05-05,2,3317.039636715033,6634.08
BA_45457,Car Seat,Baby Gear,2025-04-23,2,1543.6525884201708,3087.31
BA_94854,Walker,Baby Gear,2024-05-15,2,3483.115748483141,6966.23
BA_31103,Bed Rail,Baby Safety,2025-04-01,8,3202.655244701892,25621.24
FU_27724,High Chair,Furniture,2024-06-19,3,4749.198223122458,14247.59
BA_19731,Stroller,Baby Gear,2024-09-18,9,4008.2640242989282,36074.38
BA_24961,Car Seat,Baby Gear,2025-03-12,6,1047.54579397269,6285.27
TO_70599,Scooter,Toys,2024-09-30,2,1280.7281433784683,2561.46
TO_35450,Scooter,Toys,2024-06-11,1,3543.2045989406565,3543.2
FU_94155,Study Table,Furniture,2024-12-22,6,833.0278993122078,4998.17
FU_71541,High Chair,Furniture,2024-07-14,2,2263.1820345270285,4526.36
FU_61586,Study Table,Furniture,2025-03-27,1,1024.923525354333,1024.92
BA_62111,Safety Gate,Baby Safety,2025-01-02,6,3806.714508844888,22840.29
BA_30110,Jeep,Battery Operated,2025-04-25,9,3392.7321782626736,30534.59
BA_54062,Jeep,Battery Operated,2024-12-27,1,4717.343430502118,4717.34
FU_11246,Cradle,Furniture,2024-05-17,3,3464.959912012072,10394.88
BA_49513,Safety Gate,Baby Safety,2024-12-25,2,4432.361756713226,8864.72
BA_67776,Safety Gate,Baby Safety,2025-04-13,10,3440.83067755285,34408.31
BA_64874,Safety Gate,Baby Safety,2024-10-22,5,4602.882551246378,23014.41
BA_59095,Bed Rail,Baby Safety,2024-10-10,7,3842.266397560227,26895.86
BA_91819,Car,Battery Operated,2025-01-04,1,2116.0927339429572,2116.09
TO_13561,Scooter,Toys,2025-02-25,5,2978.571233848489,14892.86
FU_48940,Study Table,Furniture,2025-02-22,7,4684.993104897646,32794.95
FU_33257,Cradle,Furniture,2024-08-28,8,1588.9205308270573,12711.36
BA_70414,Jeep,Battery Operated,2025-04-17,6,2326.3104212688445,13957.86
FU_96965,Study Table,Furniture,2025-02-11,9,4198.044293520827,37782.4
BA_82973,Car,Battery Operated,2024-12-30,6,1283.909043080436,7703.45
BA_53902,Stroller,Baby Gear,2025-04-07,6,1540.9491503785548,9245.69
BA_97829,Walker,Baby Gear,2024-12-06,2,2342.1254525407785,4684.25
BA_96987,Safety Gate,Baby Safety,2025-02-13,1,2490.9194304835023,2490.92
TO_22289,Ride-on,Toys,2024-05-15,7,3859.1859682100016,27014.3
FU_97733,Cradle,Furniture,2024-05-21,8,4823.237344383779,38585.9
TO_29202,Ride-on,Toys,2024-06-10,4,2218.7792019587578,8875.12
FU_22847,Study Table,Furniture,2025-02-06,1,2448.485841137927,2448.49
BA_43799,Jeep,Battery Operated,2024-12-18,10,4628.7696050368895,46287.7
BA_51472,Safety Gate,Baby Safety,2024-12-24,6,2914.036660052667,17484.22
TO_22609,Scooter,Toys,2025-04-11,3,4095.7345166903974,12287.2
TO_85460,Ride-on,Toys,2024-12-10,1,4577.154157144498,4577.15
FU_19615,Study Table,Furniture,2024-09-20,7,2701.8875178303506,18913.21
BA_62192,Car,Battery Operated,2024-08-17,10,4923.520734976473,49235.21
BA_51474,Bed Rail,Baby Safety,2024-12-12,1,4440.954640403859,4440.95
BA_56916,Walker,Baby Gear,2025-04-01,5,3732.523117434775,18662.62
BA_95461,Bed Rail,Baby Safety,2024-12-25,4,2432.794777204702,9731.18
BA_12303,Car,Battery Operated,2024-09-08,8,3167.2600663068943,25338.08
BA_76251,Jeep,Battery Operated,2025-04-10,6,2608.032279800062,15648.19
FU_16831,Cradle,Furniture,2024-07-18,5,3331.383673027264,16656.92
BA_33073,Bike,Battery Operated,2025-02-25,9,2616.9914778623893,23552.92
FU_68273,Study Table,Furniture,2024-09-21,8,3157.1804886138857,25257.44
TO_48004,Ride-on,Toys,2024-12-05,6,3442.9325308104753,20657.6
BA_32697,Car,Battery Operated,2024-06-25,2,1998.1710358533728,3996.34
BA_50649,Bed Rail,Baby Safety,2025-05-02,1,917.233097054462,917.23
BA_68032,Car,Battery Operated,2025-03-02,8,4558.061407194917,36464.49
FU_12592,Study Table,Furniture,2024-11-22,8,1007.0613000133285,8056.49
BA_20091,Car,Battery Operated,2024-10-05,4,691.5829319782217,2766.33
BA_70300,Car,Battery Operated,2024-12-08,6,2479.285949144346,14875.72
FU_44335,Cradle,Furniture,2024-05-29,1,4035.9480831191704,4035.95
FU_12350,Cradle,Furniture,2024-06-17,2,3450.922161632057,6901.84
FU_62616,Cradle,Furniture,2024-12-06,2,1826.2781488209187,3652.56
BA_44689,Bed Rail,Baby Safety,2024-06-19,6,4417.9635544013745,26507.78
FU_32528,High Chair,Furniture,2024-08-18,2,4258.101076334774,8516.2
FU_13358,Cradle,Furniture,2025-05-02,10,1545.7209134565412,15457.21
TO_69824,Scooter,Toys,2025-01-07,5,4433.6382575134085,22168.19
BA_69612,Car,Battery Operated,2024-12-04,8,3326.8253370176553,26614.6
BA_13560,Stroller,Baby Gear,2024-10-23,10,573.6071393625532,5736.07
BA_75807,Safety Gate,Baby Safety,2024-10-16,9,2242.444135117964,20182.0
BA_40082,Jeep,Battery Operated,2024-12-17,8,2040.5325777320727,16324.26
FU_96540,High Chair,Furniture,2024-07-14,6,1175.7033862548967,7054.22
BA_86719,Safety Gate,Baby Safety,2025-01-22,1,1602.1758101920773,1602.18
BA_39614,Safety Gate,Baby Safety,2025-04-14,9,1615.2685018721825,14537.42
BA_10211,Safety Gate,Baby Safety,2024-05-14,1,1578.8391670451347,1578.84
BA_20859,Car Seat,Baby Gear,2024-12-29,2,1866.8548238085793,3733.71
TO_37571,Scooter,Toys,2024-07-30,10,1102.0011590705694,11020.01
FU_17749,Study Table,Furniture,2025-04-08,2,3744.248531429874,7488.5
FU_84464,High Chair,Furniture,2024-08-07,3,1647.7612349466451,4943.28
TO_21612,Scooter,Toys,2024-11-26,3,2036.3230598318537,6108.97
TO_86727,Scooter,Toys,2024-09-02,6,3001.8797348774674,18011.28
BA_50335,Safety Gate,Baby Safety,2024-08-09,4,3767.489776483803,15069.96
BA_46059,Car Seat,Baby Gear,2024-09-01,7,2926.8067078981644,20487.65
BA_18293,Bed Rail,Baby Safety,2024-11-22,5,1279.432476933668,6397.16
FU_33690,Cradle,Furniture,2024-08-29,6,2516.1661511172197,15097.0
TO_95886,Ride-on,Toys,2024-10-21,6,1123.6571693351555,6741.94
BA_73283,Jeep,Battery Operated,2024-09-07,2,3806.903921015034,7613.81
BA_32598,Safety Gate,Baby Safety,2025-01-20,7,2031.81906945358,14222.73
BA_39968,Stroller,Baby Gear,2024-10-26,1,2308.920194857028,2308.92
TO_52228,Scooter,Toys,2025-02-19,6,2938.1230255540518,17628.74
BA_79530,Car Seat,Baby Gear,2024-12-19,7,4986.709044818312,34906.96
BA_37183,Bed Rail,Baby Safety,2024-10-08,2,4713.484586204549,9426.97
BA_31974,Jeep,Battery Operated,2024-09-20,9,523.199995464742,4708.8
FU_53187,Study Table,Furniture,2024-08-05,4,1267.6438847976392,5070.58
TO_66414,Ride-on,Toys,2024-09-10,7,1939.362898650052,13575.54
TO_65938,Ride-on,Toys,2025-03-22,8,2620.3019384743925,20962.42
BA_52965,Car,Battery Operated,2024-06-06,2,1785.7947569067092,3571.59
BA_53567,Safety Gate,Baby Safety,2025-03-08,8,3905.2668012968816,31242.13
FU_73232,Cradle,Furniture,2024-11-14,9,1643.5705903748012,14792.14
FU_78038,Cradle,Furniture,2024-09-10,2,1619.426627102749,3238.85
TO_95141,Ride-on,Toys,2025-04-26,3,692.9406314784011,2078.82
BA_81663,Walker,Baby Gear,2024-11-27,5,2359.4638272775383,11797.32
TO_36624,Scooter,Toys,2024-09-25,7,2382.6622870208616,16678.64
BA_79380,Jeep,Battery Operated,2024-10-29,8,1742.5714350373787,13940.57
FU_59400,Study Table,Furniture,2024-11-28,8,685.1458439727826,5481.17
BA_90913,Bike,Battery Operated,2024-07-25,9,3308.3456529920363,29775.11
BA_39644,Walker,Baby Gear,2024-07-29,9,3870.7146177548684,34836.43
BA_59393,Jeep,Battery Operated,2024-09-01,7,3341.6963825084467,23391.87
TO_79246,Scooter,Toys,2024-05-21,3,3645.4638716827535,10936.39
BA_91358,Walker,Baby Gear,2024-06-07,3,4752.455665476132,14257.37
FU_73299,Study Table,Furniture,2024-08-21,5,2599.0112995208824,12995.06
BA_53773,Safety Gate,Baby Safety,2024-09-29,8,3529.141106824748,28233.13
BA_99943,Safety Gate,Baby Safety,2025-03-31,2,1457.2043189209182,2914.41
BA_84559,Safety Gate,Baby Safety,2024-08-30,10,1676.459288118516,16764.59
BA_12897,Bed Rail,Baby Safety,2024-11-11,5,1501.047669964802,7505.24
BA_77678,Car,Battery Operated,2024-12-06,9,4427.00361083804,39843.03
BA_69939,Car,Battery Operated,2025-03-08,1,735.7496341461275,735.75
BA_56740,Safety Gate,Baby Safety,2024-08-04,9,4723.1963552979,42508.77
BA_42776,Bed Rail,Baby Safety,2024-11-21,6,1757.5181565473288,10545.11
BA_55311,Bed Rail,Baby Safety,2025-01-26,10,1582.224154803119,15822.24
BA_23562,Safety Gate,Baby Safety,2024-06-28,8,1354.1860267709412,10833.49
BA_70527,Safety Gate,Baby Safety,2025-03-29,9,3598.397412126697,32385.58
BA_24069,Bed Rail,Baby Safety,2024-05-27,9,1638.1686731480975,14743.52
FU_42494,Study Table,Furniture,2024-07-26,9,589.6121527307931,5306.51
BA_99625,Walker,Baby Gear,2025-02-22,8,848.6366819503488,6789.09
FU_80715,High Chair,Furniture,2024-06-27,1,1212.1505200722554,1212.15
TO_80943,Scooter,Toys,2024-07-10,3,1007.3306525577541,3021.99
BA_85712,Car Seat,Baby Gear,2024-10-17,6,4962.54737361152,29775.28
BA_69416,Car Seat,Baby Gear,2024-12-29,1,2478.380542093432,2478.38
TO_25466,Scooter,Toys,2024-07-01,4,2989.3964697321912,11957.59
BA_70468,Bed Rail,Baby Safety,2024-08-14,2,2394.9420250872736,4789.88
BA_24711,Jeep,Battery Operated,2025-03-06,4,2790.9147687102727,11163.66
TO_85009,Ride-on,Toys,2025-04-08,8,3191.9700264705584,25535.76
FU_15712,High Chair,Furniture,2024-08-25,2,3841.6247070705513,7683.25
BA_23682,Stroller,Baby Gear,2025-03-08,3,4390.277942077368,13170.83
TO_18962,Ride-on,Toys,2024-10-28,10,4632.173208320761,46321.73
BA_95481,Safety Gate,Baby Safety,2025-01-07,4,3649.261171127295,14597.04
BA_17424,Stroller,Baby Gear,2024-11-20,8,2091.2327572541403,16729.86
BA_10548,Stroller,Baby Gear,2025-04-23,9,1463.0402479802729,13167.36
BA_85579,Walker,Baby Gear,2024-05-14,10,2872.1838533077953,28721.84
BA_83227,Car,Battery Operated,2024-10-04,4,575.4516970695836,2301.81
BA_34334,Stroller,Baby Gear,2024-09-14,8,3360.1709218690485,26881.37
TO_76544,Ride-on,Toys,2024-05-12,6,905.4583942106733,5432.75
TO_60282,Ride-on,Toys,2025-02-22,1,3556.9191288229795,3556.92
TO_57209,Ride-on,Toys,2025-03-24,2,693.237801381733,1386.48
TO_16621,Ride-on,Toys,2024-10-03,3,3355.3867456063103,10066.16
BA_94556,Stroller,Baby Gear,2024-05-28,8,2282.020065397046,18256.16
BA_79957,Safety Gate,Baby Safety,2024-11-12,3,3297.1590041589398,9891.48
FU_62812,High Chair,Furniture,2024-07-02,1,4761.868260890057,4761.87
FU_52281,High Chair,Furniture,2025-04-15,7,3334.7206004833483,23343.04
BA_23858,Bed Rail,Baby Safety,2025-05-03,9,2526.2572807586657,22736.32
TO_84578,Scooter,Toys,2025-01-28,4,3158.2565517614084,12633.03
BA_23483,Car Seat,Baby Gear,2025-01-03,1,2048.0630368253815,2048.06
TO_61341,Ride-on,Toys,2024-11-14,4,1854.8716813882777,7419.49
FU_13759,Study Table,Furniture,2024-11-22,5,4412.747986414157,22063.74
BA_91973,Walker,Baby Gear,2024-05-21,5,1465.3239940354094,7326.62
FU_14217,Cradle,Furniture,2024-07-12,1,534.2537666526988,534.25
BA_91384,Safety Gate,Baby Safety,2024-12-04,8,4278.4592118193905,34227.67
BA_28352,Bike,Battery Operated,2025-02-03,3,3190.6597256433606,9571.98
BA_74859,Stroller,Baby Gear,2024-09-24,9,4263.833180402809,38374.5
TO_21710,Scooter,Toys,2024-11-06,3,1479.4262467558947,4438.28
FU_44931,Cradle,Furniture,2024-08-31,9,1373.177248103998,12358.6
BA_13188,Jeep,Battery Operated,2024-10-23,1,1997.8708039487922,1997.87
FU_18275,Cradle,Furniture,2024-06-09,8,4545.754781906162,36366.04
TO_48169,Scooter,Toys,2024-07-12,5,4040.590233225961,20202.95
FU_21598,High Chair,Furniture,2024-09-27,9,3482.3088495388197,31340.78
BA_20197,Car,Battery Operated,2024-08-28,5,2236.159437816118,11180.8
BA_38622,Walker,Baby Gear,2024-09-12,3,3562.6406070022085,10687.92
BA_91921,Safety Gate,Baby Safety,2024-12-09,7,3990.741621108824,27935.19
BA_51961,Safety Gate,Baby Safety,2024-05-20,3,3972.4615399197824,11917.38
BA_82691,Bed Rail,Baby Safety,2024-06-19,1,4854.556536402057,4854.56
BA_34055,Safety Gate,Baby Safety,2025-02-21,10,4364.19122720713,43641.91
BA_69244,Safety Gate,Baby Safety,2024-05-30,1,2425.036533995264,2425.04
FU_80165,Cradle,Furniture,2025-01-26,5,3787.895362598431,18939.48
BA_22651,Jeep,Battery Operated,2024-05-31,9,4486.110584516558,40375.0
TO_32387,Ride-on,Toys,2024-06-30,8,3890.899700540519,31127.2
BA_13438,Car,Battery Operated,2024-09-03,8,4712.989230156895,37703.91
TO_56629,Scooter,Toys,2025-04-25,8,4997.694093506343,39981.55
BA_81349,Stroller,Baby Gear,2025-03-28,1,1356.0440295525627,1356.04
TO_56653,Scooter,Toys,2024-06-06,6,4400.317211342835,26401.9
BA_85544,Car Seat,Baby Gear,2024-10-28,1,2423.488598257263,2423.49
BA_37766,Jeep,Battery Operated,2025-03-25,6,542.6173907350937,3255.7
BA_83964,Stroller,Baby Gear,2024-08-29,7,676.2243575742589,4733.57
TO_81621,Ride-on,Toys,2025-02-03,6,1859.4558581508027,11156.74
BA_13367,Bike,Battery Operated,2025-05-04,8,1410.0792274831294,11280.63
BA_50114,Car Seat,Baby Gear,2024-06-29,3,2911.579458006687,8734.74
BA_18005,Bed Rail,Baby Safety,2025-03-06,9,1643.210670101033,14788.9
BA_57957,Car Seat,Baby Gear,2024-12-04,6,1738.1444096077244,10428.87
FU_43443,Cradle,Furniture,2025-01-23,1,1434.5217478655584,1434.52
BA_92736,Jeep,Battery Operated,2024-10-19,5,867.6587919701519,4338.29
BA_25069,Car Seat,Baby Gear,2025-03-20,1,4804.074907743942,4804.07
BA_75092,Car Seat,Baby Gear,2024-05-31,6,4913.167105089015,29479.0
BA_27289,Bed Rail,Baby Safety,2024-12-20,1,2071.730604868875,2071.73
BA_95144,Bike,Battery Operated,2024-09-28,1,825.3393399890631,825.34
FU_72713,Cradle,Furniture,2024-07-15,6,1452.7250684416413,8716.35
FU_13241,Cradle,Furniture,2024-07-10,8,1562.567846639277,12500.54
FU_75878,Study Table,Furniture,2024-05-09,4,1580.4468198088016,6321.79
TO_65649,Scooter,Toys,2024-06-13,1,1325.8222257162806,1325.82
FU_42878,Cradle,Furniture,2024-12-17,9,3778.8769829407534,34009.89
FU_64558,High Chair,Furniture,2025-04-19,7,793.8564069728459,5556.99
TO_57474,Scooter,Toys,2024-08-27,6,1751.0943884250814,10506.57
TO_16210,Scooter,Toys,2024-06-22,3,872.8271454411747,2618.48
BA_95642,Bed Rail,Baby Safety,2024-05-11,10,715.1778247473228,7151.78
TO_96052,Scooter,Toys,2024-06-14,3,3983.1502850010593,11949.45
BA_84084,Walker,Baby Gear,2024-11-04,7,3527.3746323569117,24691.62
BA_82483,Car Seat,Baby Gear,2025-02-01,5,3984.48951599398,19922.45
BA_69873,Safety Gate,Baby Safety,2025-04-02,2,2306.894689969968,4613.79
BA_13059,Bike,Battery Operated,2025-03-24,7,994.1573417081484,6959.1
BA_98004,Car Seat,Baby Gear,2024-05-18,3,573.0969657441701,1719.29
FU_87880,Study Table,Furniture,2024-12-28,6,2030.07838673976,12180.47
TO_64396,Ride-on,Toys,2024-08-12,6,4854.927154872124,29129.56
FU_12664,High Chair,Furniture,2024-08-23,3,1860.8537456937834,5582.56
TO_35078,Ride-on,Toys,2024-10-20,10,3538.453363325963,35384.53
BA_27613,Bike,Battery Operated,2025-02-20,6,1908.0401534496218,11448.24
BA_19851,Bike,Battery Operated,2024-10-11,7,1492.7184020165455,10449.03
BA_61207,Car Seat,Baby Gear,2024-12-22,5,1054.7088769582808,5273.54
FU_56802,Study Table,Furniture,2025-01-09,4,4762.535660582454,19050.14
BA_46557,Jeep,Battery Operated,2024-07-17,5,3511.0991488903533,17555.5
TO_17937,Scooter,Toys,2025-03-29,10,2959.0497266942148,29590.5
TO_96588,Scooter,Toys,2025-04-18,10,918.0759237520609,9180.76
BA_45515,Safety Gate,Baby Safety,2024-11-21,4,4452.270606695236,17809.08
FU_13869,Cradle,Furniture,2024-05-10,1,3074.31469902879,3074.31
BA_77662,Car Seat,Baby Gear,2024-05-12,10,4477.041045419324,44770.41
BA_93621,Walker,Baby Gear,2024-12-25,10,3734.2363280440986,37342.36
FU_64393,Study Table,Furniture,2024-06-26,4,2296.429009375295,9185.72
TO_40370,Scooter,Toys,2024-05-12,3,1965.4726637425108,5896.42
FU_62894,High Chair,Furniture,2025-05-02,2,778.5212374570285,1557.04
BA_38524,Car Seat,Baby Gear,2025-05-06,4,1837.1080980259999,7348.43
FU_26503,Study Table,Furniture,2024-12-04,7,4659.860372494583,32619.02
BA_43668,Walker,Baby Gear,2025-01-07,10,4397.409425584994,43974.09
BA_90516,Car,Battery Operated,2025-05-08,1,4219.472479883815,4219.47
BA_83276,Bed Rail,Baby Safety,2025-04-05,10,2060.2798542228147,20602.8
TO_35159,Ride-on,Toys,2025-02-09,10,4054.1143214438002,40541.14
BA_65962,Car,Battery Operated,2024-08-10,5,2467.6759290733758,12338.38
FU_20479,Cradle,Furniture,2024-07-22,10,2941.4925213009305,29414.93
BA_11758,Bike,Battery Operated,2024-06-24,2,1369.3281468567109,2738.66
FU_85320,Study Table,Furniture,2025-05-02,5,2022.1708270337685,10110.85
BA_50297,Car,Battery Operated,2025-01-10,6,4701.878271285535,28211.27
TO_12433,Scooter,Toys,2024-07-06,2,705.8440956827101,1411.69
BA_57377,Safety Gate,Baby Safety,2024-11-22,2,813.9620067642063,1627.92
BA_24024,Car Seat,Baby Gear,2025-03-23,6,1592.6507279099862,9555.9
FU_27277,Study Table,Furniture,2024-07-16,7,4626.159829114682,32383.12
BA_97651,Walker,Baby Gear,2025-01-17,3,2008.7613323696678,6026.28
BA_96950,Car Seat,Baby Gear,2025-01-17,2,3796.274268516946,7592.55
BA_94537,Stroller,Baby Gear,2025-03-20,3,4830.790827354387,14492.37
TO_10606,Ride-on,Toys,2024-12-05,6,4264.7280233864785,25588.37
BA_93852,Car,Battery Operated,2024-09-07,3,3764.2940320482335,11292.88
FU_57419,Cradle,Furniture,2024-05-20,5,2728.9115092901548,13644.56
BA_68482,Bed Rail,Baby Safety,2024-09-02,1,1207.1506375238455,1207.15
TO_29026,Scooter,Toys,2025-04-08,8,4340.303130823826,34722.43
BA_84450,Car,Battery Operated,2025-02-08,5,1916.6946832458655,9583.47
BA_90234,Bed Rail,Baby Safety,2024-12-31,7,1752.4800776980867,12267.36
TO_72579,Scooter,Toys,2024-05-27,3,1190.9821195165632,3572.95
BA_44749,Car Seat,Baby Gear,2024-12-01,9,4011.492884562485,36103.44
BA_89171,Bed Rail,Baby Safety,2024-06-12,5,4776.632532213283,23883.16
TO_63474,Scooter,Toys,2024-07-12,10,889.8635743549546,8898.64
BA_55985,Stroller,Baby Gear,2025-05-04,10,2329.039490802814,23290.39
FU_49128,Cradle,Furniture,2024-12-23,9,2367.348832745295,21306.14
FU_25668,High Chair,Furniture,2024-11-13,3,4787.311617633727,14361.93
TO_50237,Ride-on,Toys,2024-12-22,10,3635.2666905399833,36352.67
TO_54723,Scooter,Toys,2024-06-27,10,1099.16051127404,10991.61
TO_24981,Scooter,Toys,2024-08-08,7,4585.416860090547,32097.92
BA_85136,Walker,Baby Gear,2025-04-20,9,1639.3979639593144,14754.58
BA_95673,Jeep,Battery Operated,2024-06-16,9,4169.497161266177,37525.47
TO_99888,Scooter,Toys,2025-02-17,4,2826.8819397696634,11307.53
BA_52726,Jeep,Battery Operated,2024-09-27,6,1391.897463631371,8351.38
FU_24078,Cradle,Furniture,2025-03-11,9,3333.9745171899317,30005.77
TO_15604,Ride-on,Toys,2024-08-02,5,3432.101756518519,17160.51
BA_64169,Safety Gate,Baby Safety,2024-08-13,6,704.8783034392304,4229.27
TO_26051,Scooter,Toys,2025-03-12,8,3149.646401606251,25197.17
TO_82202,Ride-on,Toys,2024-07-24,7,2761.14786156076,19328.04
BA_34713,Bed Rail,Baby Safety,2025-03-13,10,3912.486463406971,39124.86
BA_19837,Bed Rail,Baby Safety,2025-05-06,5,4363.190549851506,21815.95
BA_45637,Car Seat,Baby Gear,2025-03-01,4,4566.171451456811,18264.69
BA_85397,Safety Gate,Baby Safety,2024-05-19,6,961.9306375398985,5771.58
BA_25780,Jeep,Battery Operated,2024-06-10,8,3851.913088519075,30815.3
BA_49373,Safety Gate,Baby Safety,2024-07-27,5,2045.2127122654454,10226.06
BA_29458,Car,Battery Operated,2025-03-05,4,1532.4460838402676,6129.78
BA_29683,Safety Gate,Baby Safety,2024-06-12,10,3914.3980632239504,39143.98
TO_38805,Ride-on,Toys,2025-01-07,8,2668.2500334785304,21346.0
BA_44553,Car,Battery Operated,2025-02-14,7,3205.84680876137,22440.93
FU_79326,Study Table,Furniture,2025-03-17,8,1910.4893590261154,15283.91
FU_39285,High Chair,Furniture,2025-02-27,7,1845.9734412678044,12921.81
BA_78887,Bed Rail,Baby Safety,2024-08-17,4,4276.721130667971,17106.88
BA_48063,Jeep,Battery Operated,2024-05-20,7,2978.4872410937082,20849.41
BA_40521,Stroller,Baby Gear,2025-05-02,10,4853.468330979684,48534.68
BA_32954,Walker,Baby Gear,2024-07-15,6,2951.718155671849,17710.31
BA_62909,Bike,Battery Operated,2024-08-28,7,2325.5138951678787,16278.6
FU_56064,Study Table,Furniture,2025-04-12,10,1985.144447171661,19851.44
BA_19851,Bed Rail,Baby Safety,2024-05-08,10,996.0696137551383,9960.7
FU_85185,Study Table,Furniture,2024-10-09,5,3574.634694401773,17873.17
BA_59418,Bed Rail,Baby Safety,2024-10-09,2,4600.2329718940855,9200.47
BA_36242,Safety Gate,Baby Safety,2025-01-18,2,3837.2330661850688,7674.47
FU_95615,Study Table,Furniture,2024-09-06,10,4524.398320984468,45243.98
BA_47513,Safety Gate,Baby Safety,2024-10-03,2,4494.083997042657,8988.17
FU_85853,High Chair,Furniture,2024-10-27,6,1845.1576178341095,11070.95
BA_95056,Safety Gate,Baby Safety,2024-09-27,1,576.393206580482,576.39
TO_31240,Ride-on,Toys,2025-02-22,3,3460.595696170455,10381.79
BA_49789,Jeep,Battery Operated,2024-09-27,7,4363.151194317999,30542.06
BA_79189,Car,Battery Operated,2024-07-25,8,1330.7785217130372,10646.23
BA_93270,Bed Rail,Baby Safety,2025-01-21,6,2021.275715349758,12127.65
FU_89364,Cradle,Furniture,2024-06-30,2,678.7995079438979,1357.6
FU_46452,High Chair,Furniture,2024-12-22,1,4336.231259133661,4336.23
FU_80052,High Chair,Furniture,2024-06-27,8,1295.3673486209395,10362.94
BA_42289,Safety Gate,Baby Safety,2025-03-14,8,3398.986966782533,27191.9
TO_31427,Scooter,Toys,2025-02-03,9,3107.9680141640783,27971.71
BA_58071,Stroller,Baby Gear,2025-02-04,4,3801.976676077004,15207.91
TO_33031,Scooter,Toys,2024-12-06,8,3254.9196976016674,26039.36
FU_17380,Cradle,Furniture,2025-02-22,9,1734.653075439708,15611.88
FU_12419,Study Table,Furniture,2025-03-25,1,1917.8227233691841,1917.82
BA_57224,Stroller,Baby Gear,2024-12-27,6,4880.303059908977,29281.82
BA_94114,Car,Battery Operated,2025-01-24,2,1210.44072320484,2420.88
BA_79305,Jeep,Battery Operated,2024-06-26,4,3702.8156731287177,14811.26
TO_86973,Scooter,Toys,2025-02-17,1,4227.219553119402,4227.22
BA_66441,Jeep,Battery Operated,2024-11-11,7,1741.0840049710453,12187.59
BA_60898,Bed Rail,Baby Safety,2024-12-17,7,1373.3007584918637,9613.11
FU_61239,Cradle,Furniture,2024-12-31,8,4142.8607686550495,33142.89
BA_88933,Car,Battery Operated,2024-10-16,10,3497.207236347316,34972.07
BA_39838,Walker,Baby Gear,2024-09-09,4,1091.3899777763315,4365.56
BA_89076,Bike,Battery Operated,2025-01-01,1,1600.899998638033,1600.9
BA_53387,Stroller,Baby Gear,2025-02-08,4,4420.2547668999705,17681.02
BA_21313,Car,Battery Operated,2024-09-06,6,1233.1511622605967,7398.91
FU_57889,Study Table,Furniture,2024-11-30,4,4912.366860939705,19649.47
TO_55210,Scooter,Toys,2025-01-17,9,767.7079544879515,6909.37
BA_58525,Bike,Battery Operated,2024-11-25,4,1835.719952800212,7342.88
TO_56119,Scooter,Toys,2025-01-03,7,2046.9158934876457,14328.41
BA_11554,Jeep,Battery Operated,2024-05-25,4,1059.7213573211993,4238.89
FU_48216,Cradle,Furniture,2024-12-30,4,733.7444582589806,2934.98
BA_42903,Bed Rail,Baby Safety,2024-07-05,4,1955.4140310739094,7821.66
FU_97255,Study Table,Furniture,2024-11-12,8,1299.979198720179,10399.83
FU_88752,Study Table,Furniture,2025-03-21,2,3301.6133811535533,6603.23
TO_37153,Ride-on,Toys,2025-03-23,10,2098.950256370858,20989.5
TO_88666,Scooter,Toys,2024-11-04,10,3279.6760875085097,32796.76
BA_26934,Safety Gate,Baby Safety,2025-04-01,4,4714.775447962892,18859.1
BA_62540,Bike,Battery Operated,2024-12-23,6,1164.2911333775412,6985.75
FU_92911,Study Table,Furniture,2025-02-15,5,540.1924089259427,2700.96
BA_81195,Bike,Battery Operated,2025-05-03,3,2897.897120547218,8693.69
BA_64386,Walker,Baby Gear,2024-10-26,6,831.2112408120038,4987.27
BA_21570,Bed Rail,Baby Safety,2025-01-27,10,807.85243922618,8078.52
TO_16504,Ride-on,Toys,2025-05-02,8,2949.1690650235214,23593.35
TO_47433,Scooter,Toys,2025-04-22,4,4197.918319191333,16791.67
